Y;X;Bed
-7.704569572;111.254859603;841.2
-7.690957444;111.254814280;815.2
-7.681434963;111.253672788;827.5
-7.678902706;111.253719450;812.5
-7.671930524;111.253189833;839.7
-7.664011211;111.253020004;833.4
-7.656121085;111.252444864;893.0
-7.649189537;111.252199743;936.7
-7.640963915;111.251713027;946.3
-7.638434407;111.251761989;942.6
-7.629551363;111.251964058;895.8
-7.617238979;111.253791260;895.6
-7.605794579;111.255340918;839.8
-7.601633676;111.255775622;820.6
-7.592313886;111.258305045;727.1
-7.586206511;111.259116172;708.5
-7.582945619;111.260204348;643.8
-7.581618308;111.260589811;616.7
-7.572115976;111.265159847;476.7
-7.570811012;111.266179052;461.0
-7.569176394;111.266884634;444.1
-7.567229629;111.268242436;427.1
-7.560116937;111.272988644;359.9
-7.557546749;111.276634389;338.4
-7.556283122;111.281223100;310.6
-7.555968684;111.282860662;300.5
-7.555980454;111.285143663;295.3
-7.559542075;111.287346267;296.6
-7.568595599;111.289086667;305.0
-7.582589467;111.288628399;412.5
-7.586465018;111.288519745;424.2
-7.610852410;111.287287623;495.6
-7.631917429;111.286890702;517.1
-7.643107557;111.286623470;519.4
-7.648221318;111.286491051;552.9
-7.669884311;111.286089701;560.5
-7.674987202;111.286300226;565.3
-7.691551087;111.286069156;562.7
-7.708079486;111.285627352;617.2
-7.714154768;111.285610359;571.4
-7.717335678;111.285544368;593.2
-7.727146789;111.285244555;638.0
-7.734831403;111.285203177;597.5
-7.741216512;111.285120113;577.1
-7.745698445;111.285389637;587.0
-7.748128341;111.285176330;640.0
-7.751881170;111.285024819;711.0
-7.752514437;111.285010723;710.9
-7.756915983;111.283934671;691.3
-7.760121426;111.282657864;673.0
-7.761062438;111.281684199;663.1
-7.763057128;111.279229206;598.4
-7.763362077;111.277948434;599.5
-7.764323612;111.271938617;526.1
-7.764045180;111.263142081;592.6
-7.763912313;111.254801147;598.5
-7.763870597;111.252233625;586.0
-7.763839696;111.250307995;600.9
-7.763217906;111.239959267;642.2
-7.763097947;111.235445725;679.4
-7.763526503;111.227071593;719.4
-7.763349744;111.223819802;785.8
-7.763780118;111.215791859;812.0
-7.764434246;111.204570470;867.5
-7.764857808;111.196254205;882.3
-7.765062827;111.190186572;918.3
-7.764902949;111.179654749;879.5
-7.765435091;111.176139882;911.8
-7.765676700;111.164608672;845.7
-7.765612892;111.159164996;819.3
-7.765746447;111.154087141;868.6
-7.765634544;111.147056551;853.2
-7.765546708;111.135159546;799.0
-7.765618568;111.127974175;689.4
-7.765554568;111.120870086;690.6
-7.765486444;111.117997791;676.3
-7.764771297;111.110255572;645.2
-7.763748898;111.104786224;634.1
-7.762068914;111.098036715;587.5
-7.759137737;111.093247193;607.3
-7.754221435;111.087936321;623.4
-7.751703800;111.085302457;596.6
-7.749452893;111.084716649;608.7
-7.746886890;111.084794252;585.2
-7.740842583;111.087550196;627.9
-7.738927556;111.088922622;657.0
-7.738014270;111.090854237;643.3
-7.734607101;111.101016643;744.4
-7.734737523;111.112990409;795.6
-7.735493495;111.124270885;846.4
-7.737545287;111.139354333;922.2
-7.738842378;111.150283100;1074.7
-7.739167144;111.158299372;1158.4
-7.739348635;111.163007127;1097.2
-7.739172662;111.171061513;1397.3
-7.739427427;111.180520699;1319.7
-7.739645636;111.187790794;1241.7
-7.739851062;111.192545547;1125.7
-7.739642828;111.199850583;1125.7
-7.739927053;111.209724325;1094.0
-7.740140113;111.220232006;1060.3
-7.740489094;111.229264636;864.7
-7.740812063;111.240857794;784.1
-7.740850752;111.245928065;809.8
-7.740922856;111.248825390;808.1
-7.740825000;111.257225312;760.0
-7.739076191;111.263401555;701.6
-7.737571425;111.268545626;709.0
-7.734311663;111.278012225;655.9
-7.732269959;111.284909729;618.3
-7.729521005;111.290771761;595.2
-7.727341382;111.292772967;574.6
-7.725156900;111.293843153;545.5
-7.722589805;111.294457382;565.5
-7.718444373;111.292986518;547.5
-7.718369743;111.290026761;573.7
-7.716559605;111.279673724;637.1
-7.716011056;111.270827972;724.9
-7.715593004;111.266300620;789.2
-7.714497699;111.260773219;835.3
-7.713929997;111.250112774;912.4
-7.713574985;111.247577427;899.2
-7.712076477;111.239475775;1052.4
-7.712037922;111.237560761;1061.2
-7.711495618;111.227646350;1114.1
-7.710912072;111.216483860;1251.9
-7.710634601;111.205681130;1430.7
-7.710391557;111.198084305;1610.8
-7.710788425;111.192100071;1764.4
-7.710725794;111.188971474;1795.8
-7.711453797;111.178639197;1783.1
-7.711397491;111.170129411;1650.2
-7.711854072;111.161345652;1667.4
-7.711869971;111.159410807;1593.6
-7.711826980;111.150782768;1446.1
-7.711818752;111.144312530;1257.2
-7.711783128;111.139154290;1184.6
-7.711735905;111.132027747;1104.6
-7.711737221;111.130707163;1050.0
-7.711316158;111.121349754;941.5
-7.710584830;111.117953361;1023.9
-7.708956018;111.113781420;982.8
-7.707356593;111.110511656;916.3
-7.703851961;111.106588547;814.2
-7.701934794;111.105665485;836.0
-7.698108867;111.105526341;884.2
-7.694018591;111.107612811;927.0
-7.692479992;111.109866547;922.2
-7.689751390;111.116285575;885.4
-7.688280232;111.123137074;1002.2
-7.688016114;111.126387308;1019.7
-7.687728168;111.127997178;1036.7
-7.687235071;111.137520405;1303.7
-7.688336856;111.147037224;1328.8
-7.688782703;111.154269976;1333.2
-7.689229333;111.164214897;1584.1
-7.689956253;111.172143389;1782.5
-7.690708506;111.183767573;2151.2
-7.690745576;111.185938872;2158.4
-7.691210062;111.192447411;1975.5
-7.691261827;111.194321734;1873.7
-7.691616797;111.209779172;1475.6
-7.691692760;111.212369264;1290.7
-7.691732296;111.214279644;1286.9
-7.691782790;111.216825077;1250.1
-7.692899706;111.223630463;1020.2
-7.693095628;111.233581474;930.0
-7.693185951;111.238684980;925.5
-7.692377939;111.246094570;878.3
-7.692546940;111.255107961;809.8
-7.692735014;111.264835371;726.3
-7.692782185;111.267413845;717.0
-7.692916945;111.274825454;707.8
-7.692952808;111.276765925;697.6
-7.692677131;111.279038989;675.7
-7.692130828;111.283637455;606.0
-7.691232615;111.286076464;555.0
-7.688701269;111.287337432;581.8
-7.686795603;111.287672717;569.6
-7.686158784;111.287680519;568.5
-7.682986915;111.288408242;576.1
-7.680757508;111.288478347;573.6
-7.680438903;111.288488364;572.0
-7.675343094;111.288568995;559.1
-7.673099828;111.287992747;562.0
-7.668277084;111.285140387;571.6
-7.665022157;111.280657288;583.2
-7.664374430;111.278979335;637.6
-7.663041204;111.275470766;643.5
-7.662283348;111.267049062;688.7
-7.662159980;111.257626202;776.9
-7.662142474;111.255655512;801.5
-7.662071198;111.246807169;991.1
-7.662030979;111.242919398;1050.3
-7.662545574;111.227697277;1384.2
-7.663360437;111.212695343;1717.1
-7.663645770;111.210164702;1777.5
-7.664428980;111.198861672;1895.0
-7.664349708;111.193868198;1889.8
-7.665342438;111.181667509;1818.7
-7.665192365;111.175998031;1684.9
-7.665568142;111.164939938;1547.7
-7.666138316;111.163009081;1501.4
-7.666034276;111.158551315;1431.6
-7.666527395;111.151588520;1407.3
-7.666487095;111.149976917;1390.8
-7.666620319;111.143153244;1184.8
-7.667422976;111.135813079;1142.2
-7.667213843;111.126718603;1028.3
-7.667191075;111.125445870;1028.4
-7.667076706;111.119955194;980.7
-7.666990973;111.115466558;952.8
-7.665636803;111.111843496;883.6
-7.664963837;111.110204358;842.8
-7.662305457;111.104399714;788.2
-7.661298147;111.101812628;769.1
-7.660955074;111.100525472;758.4
-7.658015474;111.097266693;714.4
-7.656732775;111.096644878;708.3
-7.655124751;111.095401062;710.1
-7.650975742;111.094498683;699.3
-7.647513611;111.095253720;741.5
-7.644466093;111.097462984;866.3
-7.642975507;111.103217484;829.7
-7.642933411;111.113014674;929.7
-7.642969721;111.114929623;960.8
-7.644544526;111.127486216;1042.7
-7.645027307;111.141477660;1349.3
-7.645622243;111.158177590;1712.7
-7.646190918;111.172443113;2084.2
-7.646524523;111.181804472;2285.0
-7.646829850;111.198182190;2305.5
-7.645284037;111.223311417;1776.9
-7.644609609;111.228146832;1610.4
-7.643165832;111.246135534;1025.1
-7.642247114;111.260191363;811.6
-7.641587107;111.265197563;683.0
-7.641283010;111.268156998;648.9
-7.640681116;111.271419692;622.1
-7.640055299;111.272737797;600.3
-7.637876949;111.277329364;544.5
-7.635973002;111.279010261;545.3
-7.634386727;111.279690100;545.4
-7.630250446;111.279753479;552.3
-7.623856354;111.278250544;566.5
-7.618743985;111.275402233;583.8
-7.617467099;111.274772322;598.1
-7.616181981;111.272841873;589.2
-7.614237478;111.264407961;685.6
-7.614243349;111.259835592;734.0
-7.614391596;111.254815989;893.3
-7.615584359;111.240080650;1196.8
-7.616118277;111.229852905;1684.7
-7.616848153;111.216016394;2328.4
-7.617670682;111.211592964;2519.2
-7.619682835;111.199182466;2988.0
-7.619700018;111.197354198;3014.0
-7.620456510;111.185158702;2880.2
-7.620851532;111.168233205;2103.8
-7.621645178;111.163534979;2057.6
-7.621938229;111.153903097;1706.4
-7.623017971;111.145474885;1461.1
-7.623916073;111.137691430;1299.5
-7.624097695;111.134452031;1229.8
-7.623896790;111.132380100;1102.0
-7.623733107;111.128780779;1013.8
-7.621489842;111.118744890;885.5
-7.617090348;111.109099161;823.0
-7.614773314;111.105890592;784.2
-7.610471854;111.101674563;730.3
-7.605750622;111.101496127;757.3
-7.599352891;111.101238848;715.2
-7.599043037;111.101252886;725.8
-7.597527439;111.102927219;760.7
-7.593445458;111.113687466;994.9
-7.592501844;111.121803916;1092.8
-7.592586414;111.128763187;1047.5
-7.592968994;111.146905303;1080.4
-7.593143629;111.149507498;1187.5
-7.594443072;111.162436962;1540.1
-7.595395818;111.172280640;1780.2
-7.599070284;111.191939725;2538.3
-7.598950049;111.212795787;1945.3
-7.598572442;111.225931014;1493.0
-7.598518594;111.228174965;1440.1
-7.598471239;111.229785097;1425.9
-7.598518212;111.236289290;1208.3
-7.598455990;111.238884429;1173.4
-7.598541005;111.251572514;895.8
-7.598270341;111.265739389;645.2
-7.597951585;111.272598277;576.0
-7.596380692;111.281767018;496.6
-7.595749320;111.284066411;467.8
-7.593196267;111.288705296;442.3
-7.590650253;111.290382513;428.0
-7.588068323;111.291111347;408.9
-7.585184194;111.291826965;406.4
-7.583889173;111.291866157;397.8
-7.582600938;111.291897914;391.1
-7.580001818;111.290671093;387.6
-7.578053057;111.287453946;394.0
-7.577392037;111.285518854;399.5
-7.576511544;111.276315106;494.1
-7.576806745;111.264274859;582.3
-7.580127682;111.247923953;774.3
-7.580407835;111.244064009;786.8
-7.583333137;111.229380154;1075.2
-7.585272873;111.220933544;1302.4
-7.588368414;111.202729423;1855.4
-7.588333675;111.199606934;1874.3
-7.588777192;111.183069948;1949.7
-7.588633109;111.179943318;1904.4
-7.587512765;111.168176397;1477.1
-7.587221387;111.160566973;1410.3
-7.586861624;111.154790801;1263.4
-7.586791581;111.152247596;1256.0
-7.586161497;111.140629709;1086.6
-7.585505318;111.125113889;885.9
-7.584988779;111.118038114;816.1
-7.584816052;111.114125075;805.3
-7.584268593;111.105746749;741.9
-7.582605758;111.098481601;651.5
-7.577864432;111.095438785;682.2
-7.575568965;111.094783265;650.6
-7.570342065;111.095700721;602.2
-7.565238134;111.103321005;660.2
-7.563987028;111.108107160;634.0
-7.562456601;111.123603392;673.8
-7.563074168;111.135338787;819.0
-7.565757617;111.160632531;945.5
-7.566779027;111.167367906;1082.8
-7.568430548;111.175009671;1164.5
-7.568408666;111.176272525;1149.0
-7.568854256;111.184538812;1218.7
-7.569298428;111.194025186;1343.5
-7.569480845;111.204757782;1368.9
-7.569290194;111.214616961;1220.8
-7.568547667;111.223417708;898.7
-7.568409349;111.226026226;796.7
-7.568344113;111.229264002;757.5
-7.568381615;111.237950829;696.6
-7.567893789;111.250003963;566.2
-7.567246961;111.258137075;496.4
-7.567223038;111.266616434;429.7
-7.567252968;111.271163136;404.4
-7.567271859;111.273761580;390.2
-7.567929812;111.274716616;386.6
-7.572220501;111.275847031;454.4
-7.574556100;111.276055426;481.7
-7.579089605;111.276248259;512.9
-7.586220800;111.276022517;565.3
-7.594440167;111.275935410;537.3
-7.604031346;111.275735010;545.3
-7.610436533;111.275584029;554.3
-7.631495562;111.275148941;606.6
-7.635311883;111.275086068;610.3
-7.648381202;111.274808026;617.0
-7.656019792;111.274661322;633.0
-7.658251814;111.274603110;625.9
-7.661115908;111.274544564;634.9
-7.670340954;111.273997337;674.8
-7.683662732;111.272404543;709.5
-7.685562789;111.272070359;702.0
-7.695699496;111.270881285;729.3
-7.702689098;111.270488268;700.0
-7.711541562;111.270223974;765.9
-7.716943414;111.270151727;760.6
-7.724578833;111.270056431;730.8
-7.731566593;111.269939923;718.8
-7.734751920;111.269899843;719.6
-7.743040659;111.269796228;678.4
-7.751385682;111.269431012;616.2
-7.755876300;111.269076023;580.2
-7.758752863;111.268721548;608.5
-7.764806171;111.268301966;587.5
-7.769611428;111.267292955;568.5
-7.771499749;111.266289158;542.0
-7.773712844;111.265285115;561.5
-7.777555862;111.263011467;524.1
-7.780486275;111.259825444;492.1
-7.782373373;111.255951956;467.6
-7.783156956;111.252641507;525.8
-7.783035730;111.249385829;557.0
-7.782907154;111.244219516;561.8
-7.782735144;111.238399372;605.9
-7.781437282;111.238410554;606.3
-7.775334479;111.238490403;635.0
-7.773411381;111.238517073;629.5
-7.768956182;111.238912742;647.0
-7.763539245;111.239638184;655.0
-7.756259001;111.241057993;628.0
-7.751698882;111.242008550;724.4
-7.744710443;111.243705641;760.1
-7.738604964;111.244368800;834.7
-7.736029085;111.244686017;865.1
-7.725611723;111.245838542;865.7
-7.723347545;111.245813203;917.8
-7.712583100;111.245971521;922.4
-7.709102002;111.246327467;946.8
-7.703808279;111.247221086;813.6
-7.698148078;111.248959725;790.8
-7.689928827;111.250633223;839.3
-7.688034362;111.250971732;873.5
-7.685826854;111.251355570;842.5
-7.684244579;111.251390346;851.6
-7.680446314;111.251448511;853.3
-7.676964665;111.251513414;850.9
-7.671901289;111.251248883;865.4
-7.661478789;111.251054309;910.9
-7.654849712;111.251158340;921.8
-7.651690456;111.251214946;921.1
-7.644104640;111.251357103;917.9
-7.640327219;111.251404397;945.8
-7.633359001;111.251553238;961.9
-7.625857778;111.251277464;994.2
-7.617885469;111.250849525;935.2
-7.615075523;111.250871721;963.7
-7.608328546;111.251084419;921.1
-7.606399619;111.251143231;929.3
-7.605143324;111.250835685;921.6
-7.601381707;111.250555707;916.9
-7.595385519;111.250656779;905.2
-7.587257138;111.250292819;826.8
-7.578433346;111.250275879;710.0
-7.575826632;111.250357772;685.9
-7.571582655;111.250167941;636.9
-7.567604237;111.249346399;577.1
-7.561010483;111.247295405;495.1
-7.558149234;111.246693830;485.5
-7.553330316;111.244201150;510.7
-7.552053136;111.241957394;529.6
-7.552358218;111.237749555;570.4
-7.554358714;111.234451927;605.4
-7.560377288;111.227485847;766.1
-7.563952822;111.224826410;798.1
-7.573663998;111.220987422;1047.5
-7.585698054;111.218990029;1372.0
-7.587674860;111.218926793;1428.0
-7.596417589;111.218587834;1736.0
-7.608995966;111.218197366;2014.6
-7.622120528;111.218826011;2141.0
-7.629825343;111.218680048;2125.6
-7.636443560;111.218644859;2003.5
-7.645575402;111.218567045;1850.4
-7.657215097;111.218484004;1652.2
-7.666819563;111.218692263;1539.4
-7.673337968;111.218657155;1355.6
-7.675199252;111.218677899;1319.7
-7.683982128;111.218940013;1128.7
-7.694048875;111.218771739;1077.2
-7.707817994;111.218447614;1215.5
-7.715415660;111.218368573;1157.7
-7.722596556;111.217684011;1552.1
-7.729389824;111.217392550;1355.3
-7.736887887;111.216307398;1314.2
-7.742385286;111.215967896;1152.5
-7.749626029;111.215646486;942.3
-7.758001373;111.215234164;853.2
-7.761816307;111.214535465;834.7
-7.767012541;111.213205868;759.4
-7.771737697;111.211518876;763.8
-7.778084293;111.207575946;731.5
-7.781468408;111.203025731;732.9
-7.781413532;111.199183738;741.9
-7.779827251;111.188641036;799.7
-7.779139855;111.187054505;795.7
-7.776218084;111.185509821;822.9
-7.767669426;111.183422729;790.4
-7.759476455;111.183274204;962.2
-7.752075969;111.183739771;1050.3
-7.746830293;111.184490118;1180.9
-7.739654355;111.186838205;1167.5
-7.738316240;111.187184558;1258.9
-7.736696234;111.187850037;1302.2
-7.735071550;111.188198419;1333.4
-7.729167701;111.189883704;1360.0
-7.723461934;111.191564065;1442.8
-7.716986916;111.192613872;1765.0
-7.714843433;111.192966484;1758.8
-7.708759493;111.194340517;1554.1
-7.702476371;111.195381121;1769.2
-7.696909982;111.196420783;1730.9
-7.694140208;111.196790990;1708.2
-7.686988479;111.197521951;1848.2
-7.678628635;111.198006990;1702.3
-7.670233741;111.198481708;1628.8
-7.668725142;111.198485985;1752.8
-7.660456117;111.198604583;1969.3
-7.652548500;111.199656366;2133.9
-7.642122905;111.200089505;2474.0
-7.634570896;111.200163853;2814.7
-7.627919572;111.200239446;3060.3
-7.620258423;111.200089503;2983.1
-7.609729631;111.200308028;2870.3
-7.595169421;111.200677972;2190.5
-7.584216978;111.200962652;1714.7
-7.578985883;111.201077140;1577.1
-7.570615718;111.201267424;1338.0
-7.565830323;111.201063153;1209.6
-7.560710319;111.198315993;1063.2
-7.560039074;111.195784444;1055.9
-7.560070781;111.191334753;1097.2
-7.560333102;111.190059473;1086.8
-7.561481979;111.186858217;1068.9
-7.563563209;111.183636624;1046.5
-7.567839791;111.179457933;1130.9
-7.571582378;111.177846487;1293.0
-7.579329190;111.175905078;1515.6
-7.590730305;111.173295896;1763.2
-7.600292020;111.172565790;1928.0
-7.609568809;111.172177786;2142.2
-7.616493674;111.172101324;2204.6
-7.624002104;111.172015611;2294.0
-7.625866642;111.171991339;2329.0
-7.635874305;111.171770852;2252.6
-7.644962653;111.172159119;2101.4
-7.653773163;111.172228707;1913.7
-7.667613964;111.173424759;1628.7
-7.676664410;111.174256458;1778.2
-7.686279441;111.174387487;1743.9
-7.693678546;111.174317713;1904.0
-7.702083375;111.174111086;1797.4
-7.709228583;111.173971413;1778.3
-7.714798981;111.173877138;1780.9
-7.721768104;111.174003293;1580.6
-7.726265607;111.173867860;1469.2
-7.730927708;111.173790661;1470.8
-7.733837855;111.173704763;1397.4
-7.742961548;111.173436554;1130.3
-7.750424564;111.172686050;1168.6
-7.754596543;111.171951507;1095.3
-7.758215718;111.171848045;1016.3
-7.762130286;111.171427110;945.6
-7.766070680;111.170039375;832.9
-7.766985654;111.169068548;872.9
-7.769816335;111.167738121;850.5
-7.773608287;111.164781957;808.0
-7.774888235;111.161540793;811.6
-7.765447787;111.155693754;874.4
-7.754843975;111.152748980;959.0
-7.742216455;111.153170830;1175.7
-7.736399455;111.154666856;1333.8
-7.729372811;111.157230450;1199.2
-7.724139439;111.158450666;1415.3
-7.718973615;111.159647766;1644.9
-7.712761384;111.160715350;1691.9
-7.707048612;111.161878262;1429.0
-7.701993477;111.163015297;1557.6
-7.694836299;111.164756979;1605.2
-7.688327119;111.166123437;1628.7
-7.680880670;111.167289205;1755.1
-7.678100701;111.167680321;1821.3
-7.674050915;111.167683701;1682.4
-7.670294213;111.167691437;1563.4
-7.662557602;111.168196179;1681.5
-7.653053111;111.168471063;1854.1
-7.651225055;111.168524646;1896.4
-7.641765757;111.168766287;2042.0
-7.639334691;111.169137275;2056.2
-7.634527786;111.169588623;2170.6
-7.629756422;111.170044753;2274.4
-7.625134751;111.170424437;2270.5
-7.623564554;111.170439374;2259.9
-7.616384607;111.170835274;2145.1
-7.607541924;111.171234852;1989.3
-7.602334229;111.171565672;1831.0
-7.596942334;111.171629652;1796.1
-7.589664990;111.172038513;1714.3
-7.582700185;111.172382336;1523.7
-7.575937111;111.173031000;1287.1
-7.567333537;111.173104157;1101.5
-7.560818217;111.173184463;1026.1
-7.554823668;111.171597615;863.2
-7.554916279;111.170654537;838.2
-7.554937562;111.167160126;886.6
-7.556923998;111.160075924;861.9
-7.558064846;111.157793901;828.3
-7.562733619;111.152915261;796.9
-7.566995304;111.150669476;872.5
-7.573144705;111.149030594;965.3
-7.576110652;111.148714373;1008.2
-7.581765497;111.148426231;1129.2
-7.583699175;111.148413099;1157.7
-7.588661580;111.148291033;1147.8
-7.593044871;111.148202721;1132.5
-7.599047921;111.148275927;1295.8
-7.602219789;111.148240706;1306.3
-7.610954674;111.147124186;1345.7
-7.617410348;111.146518679;1447.1
-7.624652198;111.145814892;1510.9
-7.630276906;111.145104670;1521.2
-7.635813895;111.144928077;1447.7
-7.641730231;111.144803324;1413.9
-7.647619249;111.144325246;1384.1
-7.654398357;111.144030194;1218.3
-7.664439384;111.143840990;1210.2
-7.674195250;111.143816950;1390.0
-7.682017973;111.143799067;1476.2
-7.687955947;111.143619826;1391.3
-7.697709071;111.143912856;1214.6
-7.708381312;111.145008783;1318.8
-7.709593351;111.145057305;1354.4
-7.719483176;111.144645481;1114.6
-7.725096899;111.144595863;1207.4
-7.736663093;111.144169334;964.2
-7.741574798;111.144188885;1052.3
-7.757730396;111.143644770;808.0
-7.758967276;111.143640305;863.8
-7.763345859;111.143268564;862.3
-7.768831945;111.141495910;800.8
-7.770148514;111.140475107;775.7
-7.774048921;111.135170898;674.6
-7.774945305;111.130973400;670.2
-7.773674502;111.130671683;691.2
-7.761793212;111.130978207;724.5
-7.747669226;111.132029268;854.0
-7.741965599;111.132139364;838.2
-7.735249287;111.132338864;918.8
-7.728891563;111.132500362;931.0
-7.726643378;111.132590523;975.0
-7.724139217;111.132608219;972.4
-7.718040860;111.133208625;1082.2
-7.711110713;111.133675657;1108.8
-7.703867297;111.134491160;1162.2
-7.696960090;111.134585442;1151.2
-7.695099465;111.134501907;1024.1
-7.690980381;111.134719309;1140.2
-7.684691353;111.134875075;1172.9
-7.678416887;111.135108432;1272.9
-7.673671837;111.134910306;1036.8
-7.663307524;111.135195056;1125.3
-7.656052834;111.135892702;1058.9
-7.650185730;111.136816360;1229.4
-7.641164200;111.137395598;1299.5
-7.633618577;111.137811240;1272.4
-7.623303424;111.138339345;1300.5
-7.613553518;111.138486798;1265.3
-7.606143339;111.138479118;1176.4
-7.598919493;111.138616208;1157.0
-7.589974294;111.138692110;1079.0
-7.581937945;111.138747502;1017.7
-7.573834961;111.138784189;957.6
-7.563193639;111.139508579;828.6
-7.554145111;111.139915997;787.0
-7.550439691;111.140340775;812.5
-7.549090439;111.139378412;786.7
-7.548962698;111.137739538;761.8
-7.549651775;111.134752375;707.1
-7.551024123;111.132401685;637.0
-7.554267117;111.129192283;662.9
-7.558376356;111.125612793;691.9
-7.562123846;111.123283276;669.3
-7.569031553;111.120567402;640.9
-7.573503409;111.119450129;795.9
-7.580566764;111.118126660;859.5
-7.584968765;111.117393155;836.1
-7.592947287;111.117256685;1035.3
-7.598921493;111.116219416;867.7
-7.605212279;111.115753004;844.0
-7.609311683;111.115348669;836.3
-7.613401247;111.114618638;839.7
-7.619155950;111.113957428;872.3
-7.626707666;111.112828331;847.6
-7.633315941;111.112026544;829.5
-7.639354884;111.111650621;854.3
-7.643553701;111.111443644;956.7
-7.649830963;111.110629121;951.1
-7.651384797;111.110534624;878.6
-7.656690839;111.109613080;788.6
-7.663034073;111.108928113;831.2
-7.668415413;111.107969203;876.6
-7.674419677;111.107801054;833.7
-7.678534752;111.107734240;826.6
-7.686125841;111.107676487;897.7
-7.692440088;111.107271388;896.9
-7.700982747;111.106382782;866.8
-7.706950164;111.106088223;916.4
-7.710782330;111.105558597;858.3
-7.714262936;111.105496125;864.8
-7.718998070;111.105103787;880.3
-7.723808517;111.104882080;796.4
-7.727266852;111.104871259;843.4
-7.732349149;111.104752374;815.3
-7.737463577;111.104587675;785.2
-7.742908662;111.104410077;726.2
-7.748666033;111.104246409;718.7
-7.751573806;111.104459576;664.7
-7.753859379;111.105327983;656.0
-7.756378142;111.106947072;685.1
-7.757687296;111.107535429;658.2
-7.760919500;111.108401046;645.1
-7.762850315;111.108996471;625.1
-7.764447922;111.109613525;639.8
-7.765791365;111.110827219;599.5
-7.768398805;111.122457870;672.0
-7.769409810;111.127270134;705.1
-7.768797794;111.133104528;759.4
-7.767901117;111.146666958;827.9
-7.767752664;111.148845423;765.3
-7.766693414;111.164248532;798.4
-7.763950962;111.187656960;966.5
-7.763103347;111.225442617;758.1
-7.763600344;111.241579948;604.9
-7.762995398;111.270644472;549.0
-7.762046986;111.277925743;622.4
-7.761711602;111.281688393;660.6
-7.754030917;111.299093069;708.4
-7.744211596;111.291523711;567.5
-7.736044764;111.271159507;706.0
-7.733876422;111.261139961;781.6
-7.732133250;111.238694375;869.8
-7.740348228;111.226022351;949.5
-7.747021876;111.211864585;958.7
-7.747548148;111.208337410;1006.9
-7.749813723;111.186967190;1131.1
-7.749729964;111.184431498;1125.7
-7.747015538;111.168263958;1063.7
-7.738242951;111.146078692;992.2
-7.737297025;111.143832167;942.0
-7.727845257;111.127103414;959.7
-7.721995574;111.118296195;950.0
-7.719793886;111.117330659;947.5
-7.714570019;111.126049327;934.0
-7.716608652;111.145729421;1188.6
-7.721421417;111.163222361;1436.3
-7.725463904;111.183025064;1513.2
-7.725801723;111.186171171;1543.3
-7.728455400;111.204733590;1342.4
-7.728666618;111.213909046;1410.8
-7.728255970;111.227110515;1024.9
-7.726640860;111.250294030;851.3
-7.723438627;111.289567039;592.6
-7.717303410;111.299201129;530.7
-7.706923539;111.291193573;585.1
-7.702242706;111.264923024;761.5
-7.703677819;111.229090375;1127.5
-7.705273121;111.204812778;1479.1
-7.706149567;111.176861010;1803.3
-7.705365821;111.149420678;1180.1
-7.698964563;111.118645967;911.8
-7.697268044;111.114049019;984.3
-7.688527013;111.099845154;858.5
-7.680928861;111.100001416;839.2
-7.676412782;111.112187097;1008.8
-7.678352503;111.148541217;1439.2
-7.680355003;111.155317054;1633.7
-7.685483734;111.182565481;1886.3
-7.685539144;111.186326622;2024.2
-7.686465524;111.217283441;1160.1
-7.686823556;111.236794232;1019.5
-7.686891964;111.240366972;940.0
-7.684278489;111.253318363;842.7
-7.676239203;111.284980309;557.6
-7.675981150;111.288541557;560.3
-7.674108988;111.291224583;536.2
-7.666761371;111.290750825;521.4
-7.662559236;111.287265174;552.9
-7.651188570;111.268198031;686.7
-7.647583802;111.247681724;1005.1
-7.647710019;111.226823830;1625.6
-7.648722732;111.207155578;2190.9
-7.650224258;111.186673762;2194.1
-7.650620677;111.177656512;2117.7
-7.649886368;111.157397259;1608.0
-7.648367740;111.128725981;1074.4
-7.647636373;111.124860842;1034.5
-7.641788903;111.107405561;839.2
-7.636241920;111.101015228;790.0
-7.632757041;111.102009780;777.1
-7.629020772;111.116349724;885.3
-7.630084142;111.140280328;1410.6
-7.630477495;111.149297979;1613.9
-7.634350816;111.176212174;2450.4
-7.638363795;111.202581533;2646.6
-7.638722675;111.215711071;2148.7
-7.638600687;111.236020879;1415.6
-7.637822225;111.249140275;994.8
-7.635248456;111.259044975;792.6
-7.629593553;111.276161028;611.4
-7.627375152;111.278165220;575.3
-7.625130435;111.275920382;582.1
-7.624816334;111.257898865;833.4
-7.625419709;111.226528440;1748.4
-7.627503072;111.207994065;2627.6
-7.627180354;111.169117144;2206.4
-7.626017836;111.148366401;1547.7
-7.625514287;111.137383084;1314.0
-7.625543009;111.125538543;997.8
-7.624493707;111.113182170;851.7
-7.621845333;111.109019916;818.4
-7.616121120;111.108156295;812.1
-7.609860710;111.111486098;821.2
-7.606107428;111.122577063;909.5
-7.605807267;111.138469712;1157.2
-7.606066822;111.141776588;1247.4
-7.607646850;111.168691749;1924.7
-7.609149671;111.187769240;2587.1
-7.608939147;111.215305854;2189.3
-7.607654723;111.242199208;1164.5
-7.607363204;111.252732819;904.6
-7.605323880;111.280611437;512.8
-7.605390536;111.288749083;462.6
-7.604760649;111.290066760;454.6
