Y;X;Bed
-7.603801597;111.291731543;435.2
-7.601844182;111.290170111;439.9
-7.592839619;111.275643157;534.1
-7.590370367;111.272025649;607.7
-7.588160536;111.263591414;682.4
-7.587909467;111.247363580;854.4
-7.589826525;111.222388836;1380.6
-7.591357366;111.213040137;1743.6
-7.593092870;111.188938788;2195.8
-7.590844004;111.151535374;1252.1
-7.590213603;111.136126924;1078.3
-7.589922093;111.129339574;986.7
-7.587423712;111.113195712;846.8
-7.585365518;111.110893089;775.2
-7.581547471;111.112842215;778.7
-7.574047708;111.128432959;827.0
-7.570042787;111.157659309;909.6
-7.568971010;111.187389479;1292.9
-7.564515309;111.207127894;1108.4
-7.564066402;111.210611234;1150.7
-7.566992262;111.208955833;1213.0
-7.599035979;111.187003756;2402.8
-7.614050618;111.172456849;2223.3
-7.635851218;111.151439518;1689.8
-7.644549007;111.145377070;1422.4
-7.660179707;111.136204424;1112.4
-7.678867370;111.125672729;1090.6
-7.683569212;111.124685165;1135.2
-7.680855691;111.131210148;1199.9
-7.662791097;111.178883762;1788.5
-7.642652522;111.197005094;2454.2
-7.636604365;111.200448317;2745.8
-7.633417847;111.202318742;2816.9
-7.607680716;111.218562274;1953.0
-7.605324046;111.220556213;1844.6
-7.586685911;111.238347695;944.8
-7.584738476;111.240013845;894.9
-7.571586611;111.259571860;560.4
-7.569825410;111.264911033;457.9
-7.574764345;111.263747217;530.7
-7.582861173;111.257339849;628.8
-7.610095723;111.227806745;1619.2
-7.616225163;111.220830673;2064.2
-7.641966863;111.189936518;2497.4
-7.645157717;111.187094709;2371.5
-7.672193198;111.168632604;1628.5
-7.699346378;111.147676956;1225.0
-7.720623990;111.134043539;1024.6
-7.731696945;111.130539960;941.9
-7.743073064;111.127402761;895.0
-7.744434603;111.127279396;841.9
-7.737545287;111.139354333;922.2
-7.735684439;111.144214452;1010.5
-7.731613439;111.153624798;1143.0
-7.729418703;111.158481495;1191.9
-7.711391602;111.176462781;1824.9
-7.684010030;111.186974265;1992.7
-7.680024359;111.188594319;1933.3
-7.651454720;111.208688378;2109.7
-7.631614680;111.225792588;1726.0
-7.605442386;111.253432547;882.6
-7.587155029;111.273088105;589.4
-7.580071999;111.279801548;498.1
-7.576823731;111.283503432;461.0
-7.597950845;111.273252566;567.4
-7.645053790;111.242523798;1129.3
-7.659482477;111.232194898;1376.1
-7.660399550;111.230913674;1407.7
-7.677331434;111.215158532;1331.8
-7.680398539;111.211666084;1209.5
-7.701136223;111.178256452;1966.2
-7.723858386;111.149119662;1232.4
-7.727343791;111.145476141;1121.9
-7.744747915;111.131825698;876.6
-7.757157659;111.123098135;756.3
-7.762904533;111.120359421;711.5
-7.760929769;111.141950854;778.0
-7.759886539;111.147834667;924.3
-7.750760292;111.173630477;1152.1
-7.728643959;111.200301266;1444.0
-7.707470117;111.217485604;1246.7
-7.684648161;111.238501828;926.4
-7.669777707;111.258484981;747.3
-7.664183532;111.266693824;690.1
-7.662317966;111.269652847;665.6
-7.655565749;111.287321179;551.5
-7.654642178;111.289613754;534.6
-7.665717033;111.284197599;579.4
-7.681412499;111.270839427;724.0
-7.711036150;111.233468286;1011.3
-7.726248596;111.213833376;1595.8
-7.741507323;111.198230328;1138.4
-7.745596984;111.194033292;1086.5
-7.762217435;111.184486298;824.0
-7.772393612;111.181097537;769.8
-7.773365957;111.181397952;774.2
-7.769391569;111.193625727;815.6
-7.756492598;111.217827684;827.8
-7.753370338;111.220122970;833.6
-7.743321661;111.229520614;898.6
-7.737860869;111.239563550;846.4
-7.734787306;111.258257557;777.4
-7.733505802;111.270270942;680.0
-7.732362042;111.286948033;544.5
-7.731458583;111.290793346;535.5
-7.730897236;111.294370155;572.8
-7.747210627;111.284306332;609.8
-7.755663929;111.277386167;590.1
-7.770406236;111.260807725;591.3
-7.773837873;111.254029525;554.0
-7.775080472;111.240438213;622.6
-7.775253380;111.236223438;643.6
-7.775205270;111.233655080;646.5
-7.774774256;111.215976036;700.9
-7.772790130;111.201888659;796.7
-7.762116601;111.185773027;911.8
-7.744763918;111.177564518;1239.8
-7.719458877;111.174734771;1795.9
-7.711931951;111.174288146;1905.7
-7.690580754;111.172120347;1728.9
-7.672268266;111.172414232;1653.7
-7.667613964;111.173424759;1628.7
-7.665156905;111.174424065;1673.6
-7.644368714;111.192354324;2411.2
-7.641508590;111.195785052;2545.9
-7.618584045;111.230137080;1672.4
-7.601495575;111.263361888;656.3
-7.593815955;111.279859965;509.4
-7.588680433;111.279980872;488.9
-7.575844822;111.264621578;577.3
-7.573368854;111.201200572;1442.6
-7.573030454;111.155436905;1006.3
-7.583268405;111.139390909;1041.0
-7.588438853;111.138114151;1092.9
-7.589940738;111.138043657;1077.6
-7.614211331;111.146835908;1405.8
-7.630853798;111.173162154;2409.5
-7.632787824;111.202948071;2819.5
-7.632700918;111.213580107;2305.3
-7.632312280;111.234239869;1400.2
-7.623870052;111.280209549;537.3
-7.627812796;111.291205862;478.1
-7.633889895;111.291068362;494.3
-7.637085615;111.290330960;510.4
-7.678587422;111.272849076;674.2
-7.702284149;111.249846267;788.0
-7.714682063;111.228260157;1104.8
-7.715548919;111.223486056;1062.5
-7.713165851;111.191429839;1866.5
-7.712164744;111.185198553;1825.8
-7.705971839;111.151405237;1314.3
-7.697060187;111.140976265;1130.2
-7.694868110;111.139966093;1079.4
-7.692320701;111.139466179;1150.4
-7.691059090;111.139162602;1144.4
-7.672145046;111.137208881;1065.3
-7.643674704;111.137971553;1300.0
-7.625514287;111.137383084;1314.0
-7.620821152;111.134378942;1151.8
-7.627438322;111.126128828;1021.1
-7.634267091;111.120882570;991.5
-7.644102573;111.120801794;1005.4
-7.646053332;111.121805639;1089.2
-7.663777639;111.127785345;1057.5
-7.681483235;111.131200941;1210.2
-7.684952597;111.131618355;1108.4
-7.687156803;111.131555872;1079.8
-7.701909058;111.131736023;1180.0
-7.707018474;111.130441311;1011.7
-7.724989597;111.126193883;934.8
-7.728757131;111.125176164;960.4
-7.730668040;111.125119317;933.0
-7.744061183;111.123438600;817.5
-7.752365418;111.120939629;756.3
-7.757203215;111.118495210;676.8
-7.759950966;111.110068407;668.1
-7.750875996;111.102911062;700.7
-7.729254732;111.110285697;824.1
-7.725778341;111.112646440;883.3
-7.711103497;111.128744427;978.4
-7.709700080;111.153000260;1413.1
-7.727380871;111.186140590;1518.5
-7.737372878;111.201143807;1208.8
-7.740192385;111.205273623;1009.2
-7.761282760;111.238706914;653.0
-7.763029378;111.258677024;587.6
-7.746022281;111.272408665;635.1
-7.739854028;111.270152337;689.5
-7.709352442;111.229003543;1097.6
-7.683480992;111.173762076;1636.3
-7.681201405;111.167904489;1743.1
-7.659574241;111.125132435;930.4
-7.637462397;111.111696183;879.2
-7.635529952;111.111672375;834.2
-7.621691474;111.114541040;866.1
-7.618479035;111.124907234;919.8
-7.628555641;111.140649198;1431.9
-7.664189367;111.172558048;1671.7
-7.689584770;111.203132575;1730.3
-7.696705092;111.212281197;1360.6
-7.703174433;111.234563871;1052.5
-7.703251772;111.237791282;958.7
-7.698661779;111.260147014;798.6
-7.682813419;111.260089626;795.2
-7.652300872;111.229400141;1435.2
-7.644180490;111.212521879;2165.7
-7.623255486;111.177994043;2589.1
-7.612381213;111.167711681;2010.7
-7.583962476;111.155125467;1222.3
-7.558219324;111.155834108;779.2
-7.556238265;111.159436103;834.4
-7.554959879;111.161683745;817.4
-7.555222916;111.186301654;860.1
-7.578215394;111.212151055;1432.6
-7.620925306;111.235273763;1536.9
-7.632132610;111.243745925;1122.6
-7.646362039;111.259795284;798.1
-7.646693908;111.261412789;781.8
-7.646166535;111.276824551;588.3
-7.640152055;111.281524610;548.1
-7.622555332;111.275018722;587.5
-7.601524932;111.245942599;1020.2
-7.589994474;111.213720337;1692.5
-7.588326479;111.199920070;1869.8
-7.594562404;111.183646045;2193.4
-7.602135014;111.177931357;2196.4
-7.607750182;111.177538878;2259.6
-7.609453290;111.178159344;2338.4
-7.625567458;111.193901121;3179.6
-7.639495310;111.224606996;1860.8
-7.650398166;111.235929512;1254.6
-7.667075335;111.245179885;944.5
-7.679391141;111.244959979;922.2
-7.680963682;111.244644384;905.3
-7.685816784;111.233320401;1005.7
-7.682877886;111.209936485;1458.5
-7.669588008;111.177816204;1734.4
-7.646516369;111.147924385;1490.3
-7.616572838;111.131497888;1061.3
-7.583843306;111.124138092;836.0
-7.577431378;111.120095885;846.3
-7.575731577;111.118469132;847.5
-7.567473560;111.104871998;665.4
-7.566826132;111.098606546;560.9
-7.569545728;111.099015517;633.1
-7.571836072;111.100291963;667.1
-7.572892583;111.101307433;690.2
-7.576146171;111.123893681;818.8
-7.576639589;111.154789775;1073.1
-7.577755359;111.156409899;1106.5
-7.587856351;111.167864994;1487.1
-7.613856796;111.189240646;2886.8
-7.632850034;111.209483037;2497.1
-7.640517035;111.217588736;2079.8
-7.640727015;111.223640015;1870.3
-7.626636624;111.244973494;1202.3
-7.619819399;111.250455095;964.7
-7.602660845;111.249876656;937.0
-7.594819251;111.245147975;990.2
-7.584340570;111.224864823;1123.0
-7.583642398;111.220981135;1256.9
-7.570838294;111.179108025;1201.6
-7.566987805;111.173421413;1084.9
-7.565665202;111.181399472;1135.5
-7.570708841;111.203473267;1367.3
-7.597762562;111.218218003;1785.0
-7.616272974;111.220183846;2107.0
-7.618349298;111.221433055;2044.5
-7.605238315;111.224369461;1703.3
-7.600933457;111.223603539;1636.6
-7.589596784;111.210539620;1787.9
-7.588654600;111.207736376;1818.0
-7.586565339;111.198714195;1770.2
-7.603610025;111.191248801;2690.4
-7.609274439;111.190532332;2655.1
-7.623571914;111.186328953;2929.7
-7.630343007;111.177890237;2645.5
-7.628821872;111.169747798;2273.2
-7.619437790;111.165404507;1986.5
-7.600465263;111.170974083;1860.6
-7.579641574;111.188506321;1705.7
-7.572790536;111.195856724;1390.3
-7.569298428;111.194025186;1343.5
-7.564571966;111.158362812;899.9
-7.576533301;111.134865892;891.4
-7.596780013;111.140261295;1172.1
-7.627441872;111.157356082;1825.2
-7.638066245;111.167292406;2052.0
-7.645440163;111.175921861;2207.7
-7.649176894;111.179875850;2196.6
-7.656254724;111.174038686;1867.1
-7.656826427;111.172452832;1851.3
-7.664957782;111.151902483;1405.0
-7.674233467;111.131356205;1014.6
-7.687987587;111.124415336;994.7
-7.711301863;111.122711981;1014.2
-7.721491595;111.122355378;896.1
-7.732243111;111.120520878;882.2
-7.734779282;111.115226639;800.3
-7.737546844;111.110375809;776.7
-7.735622899;111.110444389;810.6
-7.718352441;111.127639419;950.1
-7.713719063;111.137071301;1070.6
-7.710878439;111.144003935;1248.6
-7.700835250;111.192901470;1846.1
-7.704961156;111.229108817;1044.0
-7.707510811;111.258403752;783.8
-7.707740029;111.269698200;727.5
-7.706529165;111.273534576;749.0
-7.696610441;111.284871141;618.2
-7.694404889;111.285910707;593.8
-7.684163901;111.282862566;604.3
-7.678580609;111.253405305;809.1
-7.678316515;111.237246372;1023.3
-7.677930169;111.232730372;1090.7
-7.675767359;111.214508198;1376.5
-7.673549911;111.210680093;1573.8
-7.672293538;111.209751247;1631.1
-7.669178121;111.208849982;1650.5
-7.664671042;111.224192104;1373.5
-7.666407035;111.240601329;1059.7
-7.668414507;111.252029741;806.6
-7.664371442;111.257953804;763.5
